/home/rijad/Desktop/Data/IMG/center_2019_09_15_22_31_16_103.jpg, /home/rijad/Desktop/Data/IMG/left_2019_09_15_22_31_16_103.jpg, /home/rijad/Desktop/Data/IMG/right_2019_09_15_22_31_16_103.jpg, 0, 0, 0, 7.972342E-05
/home/rijad/Desktop/Data/IMG/center_2019_09_15_22_31_16_206.jpg, /home/rijad/Desktop/Data/IMG/left_2019_09_15_22_31_16_206.jpg, /home/rijad/Desktop/Data/IMG/right_2019_09_15_22_31_16_206.jpg, 0, 0, 0, 7.80105E-05
/home/rijad/Desktop/Data/IMG/center_2019_09_15_22_31_16_306.jpg, /home/rijad/Desktop/Data/IMG/left_2019_09_15_22_31_16_306.jpg, /home/rijad/Desktop/Data/IMG/right_2019_09_15_22_31_16_306.jpg, 0, 0, 0, 7.804544E-05
/home/rijad/Desktop/Data/IMG/center_2019_09_15_22_31_16_409.jpg, /home/rijad/Desktop/Data/IMG/left_2019_09_15_22_31_16_409.jpg, /home/rijad/Desktop/Data/IMG/right_2019_09_15_22_31_16_409.jpg, 0, 0, 0, 7.898567E-05
/home/rijad/Desktop/Data/IMG/center_2019_09_15_22_31_16_529.jpg, /home/rijad/Desktop/Data/IMG/left_2019_09_15_22_31_16_529.jpg, /home/rijad/Desktop/Data/IMG/right_2019_09_15_22_31_16_529.jpg, 0, 0, 0, 8.093052E-05
/home/rijad/Desktop/Data/IMG/center_2019_09_15_22_31_16_634.jpg, /home/rijad/Desktop/Data/IMG/left_2019_09_15_22_31_16_634.jpg, /home/rijad/Desktop/Data/IMG/right_2019_09_15_22_31_16_634.jpg, 0, 0, 0, 7.77863E-05
/home/rijad/Desktop/Data/IMG/center_2019_09_15_22_31_16_737.jpg, /home/rijad/Desktop/Data/IMG/left_2019_09_15_22_31_16_737.jpg, /home/rijad/Desktop/Data/IMG/right_2019_09_15_22_31_16_737.jpg, 0, 0, 0, 7.855648E-05
/home/rijad/Desktop/Data/IMG/center_2019_09_15_22_31_16_837.jpg, /home/rijad/Desktop/Data/IMG/left_2019_09_15_22_31_16_837.jpg, /home/rijad/Desktop/Data/IMG/right_2019_09_15_22_31_16_837.jpg, 0, 0, 0, 7.87833E-05
/home/rijad/Desktop/Data/IMG/center_2019_09_15_22_31_16_940.jpg, /home/rijad/Desktop/Data/IMG/left_2019_09_15_22_31_16_940.jpg, /home/rijad/Desktop/Data/IMG/right_2019_09_15_22_31_16_940.jpg, 0, 0, 0, 7.789358E-05
/home/rijad/Desktop/Data/IMG/center_2019_09_15_22_31_17_041.jpg, /home/rijad/Desktop/Data/IMG/left_2019_09_15_22_31_17_041.jpg, /home/rijad/Desktop/Data/IMG/right_2019_09_15_22_31_17_041.jpg, 0, 0.1284599, 0, 0.04775209
